"ticker,sector",,,,,,,,,,,,,,,
"M,Retail",,,,,,,,,,,,,,,
"BBY,Retail",,,,,,,,,,,,,,,
"ORLY,Retail",,,,,,,,,,,,,,,
"RL,Retail",,,,,,,,,,,,,,,
"TGT,Retail",,,,,,,,,,,,,,,
"DG,Retail",,,,,,,,,,,,,,,
"KR,Retail",,,,,,,,,,,,,,,
"COST,Retail",,,,,,,,,,,,,,,
"BBWI,Retail",,,,,,,,,,,,,,,
"WMT,Retail",,,,,,,,,,,,,,,
"MCK,Healthcare",,,,,,,,,,,,,,,
"UHS,Healthcare",,,,,,,,,,,,,,,
"SGRY,Healthcare",,,,,,,,,,,,,,,
"REGN,Healthcare",,,,,,,,,,,,,,,
"ELV,Healthcare",,,,,,,,,,,,,,,
"HUM,Healthcare",,,,,,,,,,,,,,,
"ABBV,Healthcare",,,,,,,,,,,,,,,
"LH,Healthcare",,,,,,,,,,,,,,,
"CAH,Healthcare",,,,,,,,,,,,,,,
"MDT,Healthcare",,,,,,,,,,,,,,,
"YELL,SupplyChain",,,,,,,,,,,,,,,
"NSC,SupplyChain",,,,,,,,,,,,,,,
"HUBG,SupplyChain",,,,,,,,,,,,,,,
"JBHT,SupplyChain",,,,,,,,,,,,,,,
"ODFL,SupplyChain",,,,,,,,,,,,,,,
"SAIA,SupplyChain",,,,,,,,,,,,,,,
"UPS,SupplyChain",,,,,,,,,,,,,,,
"FAST,SupplyChain",,,,,,,,,,,,,,,
"FDX,SupplyChain",,,,,,,,,,,,,,,
"MATX,SupplyChain",,,,,,,,,,,,,,,
